2025-11-12 15:04:33.701 | INFO     | __main__:<module>:378 - 程序结束。
2025-11-12 15:04:34.330 | INFO     | __main__:process_images:118 - Playwright chromium 安装成功
2025-11-12 15:04:34.330 | INFO     | __main__:process_images:126 - 初始化OCR成功，进程号为19856
2025-11-12 15:04:34.330 | INFO     | __main__:process_images:138 - 最近2天日期: ['20251112', '20251111']
2025-11-12 15:04:34.330 | INFO     | __main__:process_images:150 - 扫描目录: D:\PycharmProjects\XHS-OCR\images, 包含最近日期: False
2025-11-12 15:04:34.330 | INFO     | __main__:process_images:150 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251110, 包含最近日期: False
2025-11-12 15:04:34.339 | INFO     | __main__:process_images:158 - 跳过目录(非最近2天): D:\PycharmProjects\XHS-OCR\images\20251110
2025-11-12 15:04:34.339 | INFO     | __main__:process_images:150 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358, 包含最近日期: False
2025-11-12 15:04:34.339 | INFO     | __main__:process_images:158 - 跳过目录(非最近2天): D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358
2025-11-12 15:04:34.339 | INFO     | __main__:process_images:150 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251112, 包含最近日期: True
2025-11-12 15:04:34.339 | INFO     | __main__:process_images:161 - 处理最近2天的目录: D:\PycharmProjects\XHS-OCR\images\20251112
2025-11-12 15:04:34.339 | INFO     | __main__:process_images:200 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251112\求推荐好看的泡泡玛特手机壳.json
2025-11-12 15:04:34.339 | WARNING  | __main__:process_images:212 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251112\求推荐好看的泡泡玛特手机壳.json
2025-11-12 15:04:34.394 | INFO     | __main__:process_images:239 - 处理图片: data_overview#求推荐好看的泡泡玛特手机壳.png, 日期: images, 设备: 20251112
2025-11-12 15:04:34.523 | INFO     | __main__:process_images:286 - 临时文件保存完成，大小: 51871 bytes
