2025-11-07 14:58:25.572 | INFO     | __main__:process_images:113 - Playwright chromium 安装成功
2025-11-07 14:58:25.572 | INFO     | __main__:process_images:120 - 初始化OCR成功，进程号为30468
2025-11-07 14:58:25.572 | INFO     | __main__:process_images:131 - 最近3天日期: ['20251107', '20251106', '20251105']
2025-11-07 14:58:25.572 | INFO     | __main__:process_images:132 - 开始扫描ocr目录：D:\PycharmProjects\XHS-OCR\images
2025-11-07 14:58:25.573 | INFO     | __main__:process_images:143 - 扫描目录: D:\PycharmProjects\XHS-OCR\images, 包含最近日期: False
2025-11-07 14:58:25.573 | INFO     | __main__:process_images:143 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251107, 包含最近日期: True
2025-11-07 14:58:25.581 | INFO     | __main__:process_images:154 - 处理最近3天的目录: D:\PycharmProjects\XHS-OCR\images\20251107
2025-11-07 14:58:25.581 | INFO     | __main__:process_images:143 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358, 包含最近日期: True
2025-11-07 14:58:25.582 | INFO     | __main__:process_images:154 - 处理最近3天的目录: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358
2025-11-07 14:58:25.582 | INFO     | __main__:process_images:175 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358\咦她怎么长得跟我一样.json
2025-11-07 14:58:25.582 | INFO     | __main__:process_images:208 - 处理图片: data_overview#咦她怎么长得跟我一样.png, 日期: 20251107, 设备: 172.25.1.41
2025-11-07 14:58:25.683 | INFO     | __main__:process_images:249 - 正在处理: data_overview#咦她怎么长得跟我一样.png
2025-11-07 14:58:25.683 | INFO     | __main__:process_images:254 - 识别结果: {'code': 901, 'data': '引擎实例不存在。'}
2025-11-07 14:58:25.683 | ERROR    | __main__:process_images:255 - 识别失败: data_overview#咦她怎么长得跟我一样.png
2025-11-07 14:58:25.683 | INFO     | __main__:process_images:175 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358\小香风女孩报道.json
2025-11-07 14:58:25.684 | INFO     | __main__:process_images:208 - 处理图片: data_overview#小香风女孩报道.png, 日期: 20251107, 设备: 172.25.1.41
2025-11-07 14:58:25.754 | INFO     | __main__:process_images:249 - 正在处理: data_overview#小香风女孩报道.png
2025-11-07 14:58:25.755 | INFO     | __main__:process_images:254 - 识别结果: {'code': 901, 'data': '引擎实例不存在。'}
2025-11-07 14:58:25.755 | ERROR    | __main__:process_images:255 - 识别失败: data_overview#小香风女孩报道.png
