2025-11-07 14:58:25.572 | INFO     | __main__:process_images:113 - Playwright chromium 安装成功
2025-11-07 14:58:25.755 | INFO     | __main__:process_images:175 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358\朋友_别买了_你家里都快没地儿了.json
2025-11-07 14:58:25.755 | INFO     | __main__:process_images:208 - 处理图片: data_overview#朋友_别买了_你家里都快没地儿了.png, 日期: 20251107, 设备: 172.25.1.41
2025-11-07 14:58:25.831 | INFO     | __main__:process_images:249 - 正在处理: data_overview#朋友_别买了_你家里都快没地儿了.png
2025-11-07 14:58:25.831 | INFO     | __main__:process_images:254 - 识别结果: {'code': 901, 'data': '引擎实例不存在。'}
2025-11-07 14:58:25.831 | ERROR    | __main__:process_images:255 - 识别失败: data_overview#朋友_别买了_你家里都快没地儿了.png
2025-11-07 14:58:32.304 | INFO     | core.user_profile:get_user_profile_data:52 - user_info：
{'desc': '喜欢潮玩的0️⃣0️⃣后\r\n潮玩🌟好物分享\r\n励志成为中国最牛潮玩店👍🏻', 'images': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mtvp04s4s6g5q6bshiocc7vhffm2ug?imageView2/2/w/360/format/webp', 'nickname': '吃土潮玩收藏家', 'red_id': '18914376495', 'follows': '0', 'fans': '2', 'interaction': '16'}
2025-11-07 14:58:32.413 | INFO     | __main__:process_images:175 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358\咦她怎么长得跟我一样.json
2025-11-07 14:58:32.413 | INFO     | __main__:process_images:208 - 处理图片: traffic_analysis#咦她怎么长得跟我一样.png, 日期: 20251107, 设备: 172.25.1.41
2025-11-07 14:58:32.491 | INFO     | __main__:process_images:249 - 正在处理: traffic_analysis#咦她怎么长得跟我一样.png
2025-11-07 14:58:32.491 | INFO     | __main__:process_images:254 - 识别结果: {'code': 901, 'data': '引擎实例不存在。'}
2025-11-07 14:58:32.491 | ERROR    | __main__:process_images:255 - 识别失败: traffic_analysis#咦她怎么长得跟我一样.png
2025-11-07 14:58:32.491 | INFO     | __main__:process_images:175 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358\小香风女孩报道.json
2025-11-07 14:58:32.492 | INFO     | __main__:process_images:208 - 处理图片: traffic_analysis#小香风女孩报道.png, 日期: 20251107, 设备: 172.25.1.41
2025-11-07 14:58:32.563 | INFO     | __main__:process_images:249 - 正在处理: traffic_analysis#小香风女孩报道.png
2025-11-07 14:58:32.563 | INFO     | __main__:process_images:254 - 识别结果: {'code': 901, 'data': '引擎实例不存在。'}
2025-11-07 14:58:32.563 | ERROR    | __main__:process_images:255 - 识别失败: traffic_analysis#小香风女孩报道.png
2025-11-07 14:58:32.563 | INFO     | __main__:process_images:175 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251107\172.25.1.41#1944609540455948358\朋友_别买了_你家里都快没地儿了.json
2025-11-07 14:58:32.564 | INFO     | __main__:process_images:208 - 处理图片: traffic_analysis#朋友_别买了_你家里都快没地儿了.png, 日期: 20251107, 设备: 172.25.1.41
2025-11-07 14:58:32.637 | INFO     | __main__:process_images:249 - 正在处理: traffic_analysis#朋友_别买了_你家里都快没地儿了.png
2025-11-07 14:58:32.637 | INFO     | __main__:process_images:254 - 识别结果: {'code': 901, 'data': '引擎实例不存在。'}
2025-11-07 14:58:32.637 | ERROR    | __main__:process_images:255 - 识别失败: traffic_analysis#朋友_别买了_你家里都快没地儿了.png
2025-11-07 14:58:32.637 | INFO     | __main__:process_images:300 - 程序结束。
