2025-11-10 13:06:48.119 | INFO     | __main__:<module>:315 - 程序结束。
2025-11-10 13:06:48.557 | INFO     | __main__:process_images:112 - Playwright chromium 安装成功
2025-11-10 13:06:48.558 | INFO     | __main__:process_images:130 - 最近3天日期: ['20251110', '20251109', '20251108']
2025-11-10 13:06:48.558 | INFO     | __main__:process_images:142 - 扫描目录: D:\PycharmProjects\XHS-OCR\images, 包含最近日期: False
2025-11-10 13:06:48.558 | INFO     | __main__:process_images:142 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251110, 包含最近日期: True
2025-11-10 13:06:48.558 | INFO     | __main__:process_images:153 - 处理最近3天的目录: D:\PycharmProjects\XHS-OCR\images\20251110
2025-11-10 13:06:48.566 | INFO     | __main__:process_images:142 - 扫描目录: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358, 包含最近日期: True
2025-11-10 13:06:48.566 | INFO     | __main__:process_images:153 - 处理最近3天的目录: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358
2025-11-10 13:06:48.567 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\zsiga_嘎子姐美美穿搭.json
2025-11-10 13:06:48.567 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\zsiga_嘎子姐美美穿搭.json
2025-11-10 13:06:48.567 | INFO     | __main__:process_images:208 - 处理图片: data_overview#zsiga_嘎子姐美美穿搭.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:06:48.651 | INFO     | __main__:process_images:250 - 正在处理: data_overview#zsiga_嘎子姐美美穿搭.png
2025-11-10 13:06:51.552 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\Zsiga今天是_小公主嘎.json
2025-11-10 13:06:51.552 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\Zsiga今天是_小公主嘎.json
2025-11-10 13:06:51.552 | INFO     | __main__:process_images:208 - 处理图片: data_overview#Zsiga今天是_小公主嘎.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:06:51.620 | INFO     | __main__:process_images:250 - 正在处理: data_overview#Zsiga今天是_小公主嘎.png
2025-11-10 13:06:54.419 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\Zsiga嘎子姐入手后一发不可收拾.json
2025-11-10 13:06:54.419 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\Zsiga嘎子姐入手后一发不可收拾.json
2025-11-10 13:06:54.419 | INFO     | __main__:process_images:208 - 处理图片: data_overview#Zsiga嘎子姐入手后一发不可收拾.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:06:54.486 | INFO     | __main__:process_images:250 - 正在处理: data_overview#Zsiga嘎子姐入手后一发不可收拾.png
2025-11-10 13:06:57.241 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\假期结束_带上dimoo返程啦.json
2025-11-10 13:06:57.241 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\假期结束_带上dimoo返程啦.json
2025-11-10 13:06:57.241 | INFO     | __main__:process_images:208 - 处理图片: data_overview#假期结束_带上dimoo返程啦.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:06:57.309 | INFO     | __main__:process_images:250 - 正在处理: data_overview#假期结束_带上dimoo返程啦.png
2025-11-10 13:06:59.973 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\咦她怎么长得跟我一样.json
2025-11-10 13:06:59.973 | INFO     | __main__:process_images:208 - 处理图片: data_overview#咦她怎么长得跟我一样.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:00.041 | INFO     | __main__:process_images:250 - 正在处理: data_overview#咦她怎么长得跟我一样.png
2025-11-10 13:07:02.713 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\嘎子姐今日ootd.json
2025-11-10 13:07:02.714 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\嘎子姐今日ootd.json
2025-11-10 13:07:02.714 | INFO     | __main__:process_images:208 - 处理图片: data_overview#嘎子姐今日ootd.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:02.780 | INFO     | __main__:process_images:250 - 正在处理: data_overview#嘎子姐今日ootd.png
2025-11-10 13:07:05.548 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\嘎子姐姐今天ootd.json
2025-11-10 13:07:05.548 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\嘎子姐姐今天ootd.json
2025-11-10 13:07:05.548 | INFO     | __main__:process_images:208 - 处理图片: data_overview#嘎子姐姐今天ootd.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:05.614 | INFO     | __main__:process_images:250 - 正在处理: data_overview#嘎子姐姐今天ootd.png
2025-11-10 13:07:08.460 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\如果今天星期八_DIY门牌.json
2025-11-10 13:07:08.460 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\如果今天星期八_DIY门牌.json
2025-11-10 13:07:08.460 | INFO     | __main__:process_images:208 - 处理图片: data_overview#如果今天星期八_DIY门牌.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:08.527 | INFO     | __main__:process_images:250 - 正在处理: data_overview#如果今天星期八_DIY门牌.png
2025-11-10 13:07:11.540 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\小香风女孩报道.json
2025-11-10 13:07:11.540 | INFO     | __main__:process_images:208 - 处理图片: data_overview#小香风女孩报道.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:11.612 | INFO     | __main__:process_images:250 - 正在处理: data_overview#小香风女孩报道.png
2025-11-10 13:07:14.548 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\我和我的咖啡搭伙人.json
2025-11-10 13:07:14.548 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\我和我的咖啡搭伙人.json
2025-11-10 13:07:14.548 | INFO     | __main__:process_images:208 - 处理图片: data_overview#我和我的咖啡搭伙人.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:14.615 | INFO     | __main__:process_images:250 - 正在处理: data_overview#我和我的咖啡搭伙人.png
2025-11-10 13:07:17.586 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\我的小甜心_zsiga嘎子姐.json
2025-11-10 13:07:17.586 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\我的小甜心_zsiga嘎子姐.json
2025-11-10 13:07:17.587 | INFO     | __main__:process_images:208 - 处理图片: data_overview#我的小甜心_zsiga嘎子姐.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:17.654 | INFO     | __main__:process_images:250 - 正在处理: data_overview#我的小甜心_zsiga嘎子姐.png
2025-11-10 13:07:20.509 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\朋友_别买了_你家里都快没地儿了.json
2025-11-10 13:07:20.510 | INFO     | __main__:process_images:208 - 处理图片: data_overview#朋友_别买了_你家里都快没地儿了.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:20.577 | INFO     | __main__:process_images:250 - 正在处理: data_overview#朋友_别买了_你家里都快没地儿了.png
2025-11-10 13:07:23.562 | INFO     | __main__:process_images:174 - 处理文件: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\求推荐好看的泡泡玛特手机壳.json
2025-11-10 13:07:23.562 | WARNING  | __main__:process_images:186 - JSON文件不存在: D:\PycharmProjects\XHS-OCR\images\20251110\172.25.1.41#1944609540455948358\求推荐好看的泡泡玛特手机壳.json
2025-11-10 13:07:23.562 | INFO     | __main__:process_images:208 - 处理图片: data_overview#求推荐好看的泡泡玛特手机壳.png, 日期: 20251110, 设备: 172.25.1.41
2025-11-10 13:07:23.630 | INFO     | __main__:process_images:250 - 正在处理: data_overview#求推荐好看的泡泡玛特手机壳.png
